id,class
5797,C
5799,A
5801,B
5803,A
5805,A
5807,C
5809,B
5811,A
5813,C
5815,C
5817,B
5819,E
5821,A
5823,B
5825,C
5827,C
5829,B
5831,A
5833,E
5835,B
5837,B
5839,B
5841,A
5843,A
5845,A
5847,B
5849,A
5851,C
5853,A
5855,B
5857,B
5859,B
5861,A
5863,B
5865,A
5867,B
5869,C
5871,A
5873,B
5875,C
5877,A
5879,B
5881,B
5883,B
5885,B
5887,B
5889,A
5891,C
5893,B
5895,C
5897,A
5899,A
5901,A
5903,A
5905,C
5907,C
5909,B
5911,A
5913,B
5915,B
5917,C
5919,E
5921,B
5923,A
5925,C
5927,A
5929,B
5931,A
5933,G
5935,A
5937,C
5939,A
5941,A
5943,A
5945,B
5947,B
5949,B
5951,C
5953,A
5955,B
5957,A
5959,C
5961,E
5963,C
5965,B
5967,B
5969,A
5971,A
5973,B
5975,A
5977,G
5979,A
5981,B
5983,B
5985,E
5987,A
5989,E
5991,A
5993,A
5995,A
5997,A
5999,A
6001,B
6003,E
6005,B
6007,E
6009,C
6011,C
6013,B
6015,C
6017,C
6019,A
6021,E
6023,A
6025,B
6027,E
6029,B
6031,A
6033,A
6035,A
6037,G
6039,A
6041,A
6043,A
6045,B
6047,A
6049,A
6051,C
6053,A
6055,C
6057,A
6059,C
6061,A
6063,A
6065,C
6067,C
6069,B
6071,A
6073,B
6075,A
6077,B
6079,A
6081,A
6083,A
6085,B
6087,A
6089,C
6091,A
6093,B
6095,A
6097,C
6099,A
6101,E
6103,B
6105,A
6107,E
6109,C
6111,C
6113,C
6115,A
6117,B
6119,A
6121,C
6123,A
6125,G
6127,A
6129,A
6131,B
6133,A
6135,B
6137,A
6139,C
6141,C
6143,C
6145,C
6147,C
6149,A
6151,A
6153,B
6155,A
6157,E
6159,A
6161,C
6163,A
6165,B
6167,B
6169,A
6171,E
6173,E
6175,A
6177,B
6179,E
6181,B
6183,A
6185,A
6187,A
6189,A
6191,A
6193,B
6195,E
6197,B
6199,B
6201,C
6203,A
6205,C
6207,E
6209,A
6211,A
6213,C
6215,B
6217,A
6219,B
6221,B
6223,E
6225,C
6227,C
6229,B
6231,A
6233,A
6235,C
6237,C
6239,B
6241,A
6243,B
6245,A
6247,C
6249,A
6251,C
6253,A
6255,A
6257,B
6259,C
6261,E
6263,B
6265,A
6267,A
6269,B
6271,B
6273,B
6275,B
6277,A
6279,A
6281,C
6283,E
6285,C
6287,A
6289,C
6291,A
6293,C
6295,C
6297,B
6299,B
6301,C
6303,C
6305,C
6307,E
6309,B
6311,A
6313,A
6315,C
6317,C
6319,B
6321,B
6323,C
6325,A
6327,A
6329,A
6331,A
6333,A
6335,B
6337,C
6339,A
6341,E
6343,A
6345,A
6347,B
6349,A
6351,E
6353,B
6355,B
6357,B
6359,A
6361,A
6363,A
6365,A
6367,A
6369,A
6371,A
6373,A
6375,A
6377,A
6379,A
6381,E
6383,A
6385,E
6387,E
6389,C
6391,B
6393,C
6395,A
6397,B
6399,C
6401,A
6403,B
6405,C
6407,C
6409,C
6411,B
6413,A
6415,A
6417,B
6419,B
6421,A
6423,A
6425,C
6427,G
6429,C
6431,C
6433,A
6435,B
6437,A
6439,A
6441,C
6443,C
6445,A
6447,C
6449,A
6451,A
6453,C
6455,C
6457,C
6459,B
6461,E
6463,B
6465,B
6467,C
6469,C
6471,C
6473,A
6475,B
6477,E
6479,A
6481,E
6483,A
6485,B
6487,A
6489,A
6491,C
6493,A
6495,B
6497,B
6499,C
6501,A
6503,B
6505,B
6507,G
6509,A
6511,A
6513,B
6515,A
6517,C
6519,A
6521,C
6523,A
6525,B
6527,B
6529,A
6531,B
6533,A
6535,C
6537,B
6539,B
6541,A
6543,A
6545,B
6547,C
6549,B
6551,B
6553,E
6555,C
6557,A
6559,A
6561,C
6563,A
6565,A
6567,A
6569,B
6571,B
6573,A
6575,A
6577,A
6579,C
6581,B
6583,A
6585,A
6587,A
6589,C
6591,B
6593,B
6595,B
6597,C
6599,B
6601,B
6603,A
6605,B
6607,A
6609,B
6611,B
6613,C
6615,A
6617,A
6619,A
6621,B
6623,A
6625,B
6627,B
6629,A
6631,A
6633,B
